nome,idade,cpf,endereco,estado,data
Sra. Vitória Carvalho,35,528.049.736-38,"JARDIM FERNANDA MOURA, 767
CDI JATOBA
32504010 MOREIRA DOS DOURADOS / AM",MATO GROSSO,1989-02-20
Sofia Duarte,18,412.835.697-28,"MORRO ISAAC FREITAS, 543
VILA NOVA CACHOEIRINHA 2ª SEÇÃO
97116686 COSTELA / RR",RIO GRANDE DO NORTE,2005-07-09
Brenda Nogueira,56,160.294.358-33,"PÁTIO DE ALMEIDA, 4
MALA E CUIA
08990015 ARAGÃO DA MATA / TO",AMAZONAS,1967-07-23
Rafael Fogaça,93,569.137.028-68,"SETOR DE DA ROSA, 401
NOVA VISTA
61631-368 CAVALCANTI DO AMPARO / SP",MARANHÃO,1931-03-04
Ana Nascimento,72,295.701.634-61,"CHÁCARA DE MARTINS, 14
NOSSA SENHORA DO ROSÁRIO
72885-747 MOREIRA / RN",AMAPÁ,1951-11-22
Dr. Juan Da Rocha,74,475.683.021-80,"LADEIRA DE DA MOTA, 16
VILA JARDIM LEBLON
67696-414 NASCIMENTO DO AMPARO / MT",AMAZONAS,1949-10-02
Ana Laura Rocha,32,531.672.409-70,"SÍTIO THOMAS RODRIGUES, 41
SÃO DAMIÃO
21922138 PINTO / AL",PIAUÍ,1992-01-11
Maria Alice Da Rocha,90,906.324.817-22,"TRAVESSA DE CORREIA, 46
GUARANI
34453-251 SOUZA / AC",SÃO PAULO,1933-12-22
Elisa Lopes,99,790.412.658-30,"PASSARELA ALEXANDRE DA CUNHA
VILA COQUEIRAL
15467-423 CUNHA / RR",MATO GROSSO,1924-07-02
Davi Lucca Pereira,70,597.038.421-60,"JARDIM DE BARROS, 16
VILA CALIFÓRNIA
19490812 TEIXEIRA ALEGRE / CE",AMAZONAS,1954-01-28
Marina Fogaça,61,410.275.689-20,"PRAÇA LUIZ HENRIQUE CORREIA, 81
GUARATÃ
57294-260 PEREIRA / PE",GOIÁS,1962-04-07
Bernardo Ramos,80,105.689.243-98,"LAGOA LUIZA GONÇALVES, 979
PIRATININGA
04066541 DA MATA / SE",AMAPÁ,1943-09-03
Ana Lívia Lopes,63,971.503.862-02,"PARQUE DE BARBOSA, 57
ANCHIETA
16750-400 LIMA / GO",CEARÁ,1960-11-10
Miguel Silva,40,920.437.568-00,"LADEIRA DAS NEVES, 9
NOVA FLORESTA
61985548 CARVALHO DO SUL / PE",RONDÔNIA,1984-02-28
Sr. Arthur Da Cruz,83,693.084.275-38,"LAGO DE CAVALCANTI
VILA BETÂNIA
10086-430 NUNES / TO",SERGIPE,1940-06-24
Julia Da Mota,75,571.402.968-20,"FEIRA NOGUEIRA, 68
SANTO ANTÔNIO
23309816 DA CUNHA DO CAMPO / TO",RIO DE JANEIRO,1948-09-30
Agatha Rocha,52,853.279.160-30,"SETOR DE DIAS
SÃO BENEDITO
48841767 SALES DA SERRA / RS",ALAGOAS,1971-11-01
Isabel Cardoso,95,608.127.493-40,"CAMPO DA MATA, 42
MORRO DOS MACACOS
65731-340 SANTOS / MG",MATO GROSSO DO SUL,1928-08-11
Marcos Vinicius Moura,64,451.293.876-19,"PARQUE DIAS, 687
PAULO VI
49685-024 MENDES / PR",RIO DE JANEIRO,1959-11-29
Levi Da Cunha,98,718.469.350-75,"COLÔNIA DE VIANA, 6
PONGELUPE
67120-856 JESUS ALEGRE / SE",ALAGOAS,1925-04-28
Cauã Vieira,76,427.103.569-61,"VIA DA MATA
BERNADETE
38006-140 CAMPOS / RO",PIAUÍ,1947-07-29
Maria Alice Ferreira,37,105.239.746-80,"PRAÇA DE DUARTE, 194
GUARANI
14287-231 CAMPOS DAS FLORES / MT",AMAPÁ,1986-05-01
Dra. Isabelly Souza,33,725.469.810-30,"CAMPO DE MOURA, 60
PRIMEIRO DE MAIO
96794431 MARTINS GRANDE / RN",DISTRITO FEDERAL,1990-05-23
Heitor Rezende,72,174.689.053-39,"ÁREA DUARTE, 628
CONJUNTO LAGOA
02753538 CALDEIRA / RR",ACRE,1951-09-28
Maria Vitória Jesus,47,493.861.520-70,"SÍTIO DE MOURA, 13
PARAÍSO
39110-733 SOUZA DO NORTE / RS",RORAIMA,1977-02-16
Emanuel Duarte,21,762.084.591-76,"RUA DE FOGAÇA, 71
OURO PRETO
35703-947 DA PAZ DA MATA / AM",SANTA CATARINA,2003-02-23
Ian Lima,86,163.458.907-66,"RUA DE MARTINS, 9
UNIÃO
15652-188 CASTRO / AC",RORAIMA,1937-07-05
Vitor Alves,27,687.901.342-22,"ESPLANADA ANA LAURA OLIVEIRA, 667
RIBEIRO DE ABREU
79395-958 FARIAS DAS FLORES / DF",DISTRITO FEDERAL,1996-06-13
Rafael Ramos,69,946.581.073-84,"ESPLANADA ALMEIDA, 4
VILA FUMEC
39123310 SILVEIRA GRANDE / PR",ALAGOAS,1954-05-17
Ryan Da Cunha,86,412.637.059-52,"MORRO DE CARDOSO
CAMPONESA 2ª SEÇÃO
49627-572 DIAS DE DA PAZ / GO",SERGIPE,1937-11-04
Maria Da Cunha,77,539.201.486-06,"RESIDENCIAL DE DUARTE
VILA UNIÃO
83800-181 JESUS DO SUL / PE",RIO DE JANEIRO,1946-10-07
Srta. Milena Cardoso,66,832.047.961-40,"PRAÇA ALMEIDA, 71
CAPITÃO EDUARDO
13730300 FERREIRA DOS DOURADOS / RJ",BAHIA,1958-03-07
Bryan Ramos,30,043.619.582-89,"PRAIA COSTA, 35
JARDIM LEBLON
29456317 LOPES / GO",RORAIMA,1993-10-30
Luigi Santos,37,273.940.165-52,"VIA LUIGI PEIXOTO, 61
SÃO GABRIEL
48847273 PORTO DA MATA / AP",AMAPÁ,1987-01-04
Isabella Duarte,43,023.856.714-17,"ESTRADA DIOGO DA MATA, 91
VILA NOVA CACHOEIRINHA 3ª SEÇÃO
89436-034 VIEIRA DO OESTE / PI",ESPÍRITO SANTO,1980-09-28
Sophie Azevedo,97,214.796.580-49,"RUA KAIQUE FREITAS, 8
UNIVERSO
75626-745 BARROS / RR",AMAZONAS,1926-08-11
Matheus Carvalho,60,592.863.174-09,"VIELA DE ALMEIDA
UNIÃO
65843844 BARBOSA / RN",MINAS GERAIS,1963-08-31
Júlia Da Cruz,94,714.093.856-39,"LAGOA JOÃO PEDRO ALVES
DAS INDUSTRIAS I
30340295 OLIVEIRA DE GOIÁS / PB",GOIÁS,1930-02-12
Vitor Peixoto,76,489.215.063-06,"TREVO DE CARDOSO, 40
VALE DO JATOBA
22565-264 DA CUNHA DO NORTE / RS",MATO GROSSO DO SUL,1947-07-24
Amanda Castro,43,305.817.249-41,"FAVELA ERICK PEREIRA, 672
VILA COPACABANA
16489668 BARROS / AM",RORAIMA,1980-04-05
Lucas Lima,91,240.719.568-01,"VALE IGOR CASTRO, 928
MARAVILHA
19728761 PEREIRA DO OESTE / BA",BAHIA,1932-06-16
Raquel Ramos,66,052.793.146-25,"VEREDA DE COSTA, 27
MADRE GERTRUDES
11830634 GONÇALVES / RN",RORAIMA,1957-10-16
Dra. Rebeca Nascimento,82,431.987.625-37,"RESIDENCIAL NOGUEIRA, 954
VILA OESTE
79622-042 SALES DO NORTE / PB",TOCANTINS,1941-04-07
Theo Da Conceição,29,846.571.329-46,"FAZENDA MARIA RIBEIRO, 81
VILA SÃO PAULO
48192917 SILVA / SE",ACRE,1995-03-22
Thiago Da Cunha,90,631.409.258-24,"VIELA DE ARAGÃO, 291
UNIÃO
68336231 MORAES DE PIRES / RJ",RONDÔNIA,1933-06-08
Davi Lucas Moreira,59,169.854.207-02,"ESTRADA DE DA COSTA, 92
VILA DO POMBAL
01699471 NASCIMENTO DE CAVALCANTI / PA",SERGIPE,1964-12-30
Helena Costela,28,950.372.681-68,"COLÔNIA DE FOGAÇA, 78
VILA AEROPORTO JARAGUÁ
63760-406 REZENDE DA PRAIA / AC",RORAIMA,1996-02-01
Beatriz Peixoto,80,243.718.069-96,"CAMPO DE MOURA, 904
ALTO CAIÇARAS
12573-093 DA COSTA DE SOUZA / PE",BAHIA,1943-04-11
Luigi Fernandes,48,846.057.921-20,"ESTAÇÃO IGOR CUNHA, 21
PILAR
56540380 PEIXOTO / PB",RORAIMA,1976-02-02
Gabrielly Almeida,66,831.540.927-14,"ESTRADA DA CONCEIÇÃO, 23
INDAIÁ
00460-397 PIRES DE PEREIRA / MS",PARÁ,1958-01-11
Samuel Sales,75,439.526.781-55,"MORRO DE COSTELA, 73
VILA DA LUZ
54910873 DA ROSA / MG",RONDÔNIA,1948-08-19
Dr. Otávio Costa,36,095.216.837-59,"CHÁCARA DA CONCEIÇÃO, 2
JULIANA
64511082 CAMPOS DAS FLORES / BA",CEARÁ,1987-08-09
Srta. Ana Beatriz Da Mata,91,429.807.615-67,"FEIRA DE MARTINS, 79
VITORIA DA CONQUISTA
46900111 CAMPOS ALEGRE / PA",ALAGOAS,1933-01-28
João Rodrigues,25,594.081.276-76,"COLÔNIA DUARTE, 56
MARMITEIROS
09414-573 VIEIRA DE LOPES / PE",PERNAMBUCO,1999-02-19
Nathan Farias,39,521.097.438-32,"TRAVESSA JOANA GONÇALVES, 44
LAJEDO
43222-218 BARBOSA / AL",MATO GROSSO,1985-01-12
Dr. Rafael Pereira,56,581.967.342-55,"SÍTIO ISIS CAMPOS, 81
DISTRITO INDUSTRIAL DO JATOBA
70530-763 DA CUNHA GRANDE / AC",AMAPÁ,1967-07-15
Júlia Pereira,29,871.263.590-12,"LAGOA SANTOS
PETROPOLIS
36901-640 DA CUNHA / MT",BAHIA,1995-02-08
Dra. Laura Barbosa,67,031.769.482-04,"LADEIRA DE MOURA, 84
NOVA SUÍÇA
58827544 ALMEIDA DE DA MOTA / RR",MINAS GERAIS,1956-12-23
Juliana Pinto,70,385.410.967-93,"RODOVIA SALES, 21
VILA CANTO DO SABIÁ
79051-262 MENDES / PI",RIO GRANDE DO SUL,1953-12-18
Joana Monteiro,55,138.960.745-39,"PARQUE DE COSTELA, 668
AGUAS CLARAS
24355112 DUARTE / TO",ACRE,1968-09-29
Dr. Yago Da Rocha,75,698.157.432-28,"FAZENDA CAVALCANTI, 859
ALTO BARROCA
69950997 REZENDE DE GOIÁS / MT",RONDÔNIA,1948-06-15
Miguel Nogueira,56,869.312.407-22,"QUADRA DE FERREIRA
CENACULO
49974-369 BARBOSA ALEGRE / PI",PIAUÍ,1967-07-12
Isadora Da Rocha,95,725.134.690-70,"VIA IGOR DA MATA, 81
LARANJEIRAS
85218769 CORREIA / ES",AMAPÁ,1929-02-20
Clara Costela,81,380.179.245-50,"TREVO JOÃO PEDRO ARAÚJO, 7
SAGRADA FAMÍLIA
68500851 CARDOSO DO AMPARO / DF",ALAGOAS,1942-07-13
Dr. Enzo Gabriel Rocha,62,473.526.019-61,"CONDOMÍNIO DA CUNHA, 4
UNIDAS
30425743 BARBOSA / PA",ALAGOAS,1962-04-03
Maysa Monteiro,94,615.387.024-44,"PARQUE HENRIQUE TEIXEIRA, 32
GROTINHA
57134822 CUNHA DO SUL / RR",SANTA CATARINA,1929-10-27
Maria Alice Da Rosa,29,710.863.549-66,"VEREDA SILVEIRA, 8
BOM JESUS
17672142 COSTA PAULISTA / RR",PARAÍBA,1994-05-09
Maysa Lopes,60,196.075.284-76,"AVENIDA DE ARAÚJO, 28
ESPLANADA
01624-960 SILVA VERDE / RS",MATO GROSSO,1963-05-30
Srta. Yasmin Jesus,91,586.104.732-44,"FAZENDA LETÍCIA COSTELA, 6
PETROPOLIS
61073-640 CARDOSO DO CAMPO / AM",PARÁ,1932-05-28
Mariana Costela,38,372.684.905-00,"CAMPO PEIXOTO, 75
INDEPENDÊNCIA
20101298 SALES / SC",RIO GRANDE DO NORTE,1985-11-09
Clara Almeida,35,842.609.735-92,"PARQUE ELOAH COSTA, 91
SÃO GERALDO
63810102 DA CUNHA / RS",ALAGOAS,1988-11-23
Sofia Aragão,35,687.231.504-08,"RUA DE SANTOS, 955
AMBROSINA
57866655 SILVEIRA DE COSTELA / RS",MATO GROSSO DO SUL,1988-08-13
Elisa Barros,27,546.180.379-20,"ESTRADA SALES, 13
JARDIM FELICIDADE
75253131 SILVEIRA GRANDE / RN",ESPÍRITO SANTO,1997-01-19
Joana Silva,24,349.051.867-57,"CHÁCARA MIGUEL FOGAÇA
LARANJEIRAS
52800515 SOUZA VERDE / PE",PERNAMBUCO,1999-09-19
Lorenzo Porto,63,812.943.670-13,"AVENIDA DE ARAÚJO, 1
NOSSA SENHORA DA APARECIDA
80268064 FARIAS DO NORTE / GO",MINAS GERAIS,1960-05-14
Vitória Barbosa,47,583.672.910-77,"VALE DE MONTEIRO, 267
MARIETA 2ª SEÇÃO
18778381 ROCHA DE NOVAES / ES",SÃO PAULO,1976-10-19
Alícia Da Rosa,83,035.689.421-51,"TRECHO LUANA BARROS, 338
SANTA MARIA
59886-064 OLIVEIRA DOS DOURADOS / MG",MARANHÃO,1940-04-05
Lucas Monteiro,97,739.164.508-75,"PARQUE ENZO ALMEIDA, 62
PIRATININGA
40855025 MENDES DE CARDOSO / AC",ALAGOAS,1926-12-11
Rodrigo Caldeira,47,816.723.954-37,"CONDOMÍNIO JOANA LIMA
PIRATININGA
68175-021 ARAGÃO / MT",BAHIA,1976-12-22
Luna Rezende,51,456.197.830-57,"ESPLANADA MATHEUS DA COSTA, 90
PAULO VI
45629272 DA CUNHA DO SUL / RN",RORAIMA,1972-05-21
Diogo Rezende,80,680.419.253-24,"RESIDENCIAL NOVAES, 84
VILA DA AMIZADE
20541475 SOUZA / PI",BAHIA,1943-12-01
Anthony Da Costa,65,805.693.271-21,"PRAIA IAN DA MOTA, 383
NOVA CINTRA
10778-914 AZEVEDO / RO",SANTA CATARINA,1959-01-09
Maria Cecília Vieira,58,716.239.854-55,"RODOVIA EMANUEL DA CRUZ
NOVA ESPERANÇA
55412380 BARBOSA / PE",AMAZONAS,1965-07-10
Sra. Maria Julia Novaes,42,019.487.625-01,"LADEIRA DA CRUZ, 635
COQUEIROS
88216574 CAVALCANTI DA SERRA / BA",PARAÍBA,1981-04-27
João Pedro Peixoto,64,243.158.976-55,"TRECHO CAVALCANTI, 3
ACABA MUNDO
20198027 CARDOSO / PR",ACRE,1960-02-10
Alana Fernandes,47,198.257.643-09,"ESTAÇÃO ROCHA, 975
MARIETA 2ª SEÇÃO
56651-581 CAVALCANTI DE SILVEIRA / SC",TOCANTINS,1976-08-29
Sra. Mirella Rezende,50,247.910.538-50,"VALE DE CAVALCANTI, 98
VILA HAVAÍ
39064-438 DA MOTA / ES",ACRE,1973-08-29
Gabrielly Moreira,52,608.432.751-62,"LAGO CALDEIRA, 363
BARÃO HOMEM DE MELO 1ª SEÇÃO
77549-927 CARDOSO / AM",MATO GROSSO,1971-09-18
Sra. Sofia Souza,90,605.384.719-48,"VILA GOMES, 366
SERRA
76107-117 DA COSTA / PB",GOIÁS,1933-06-14
Mariane Melo,74,735.619.820-77,"RODOVIA ANA BEATRIZ CARDOSO, 97
ETELVINA CARNEIRO
35020-490 DA COSTA GRANDE / PR",SANTA CATARINA,1949-12-16
Lorena Souza,36,048.652.197-49,"VEREDA SALES, 83
OURO MINAS
23049-591 DA MATA / AL",AMAPÁ,1987-06-15
Fernando Da Mata,27,280.156.437-08,"LADEIRA CLARA DA CRUZ, 37
APARECIDA 7ª SEÇÃO
12075780 MENDES DE PIRES / PB",PIAUÍ,1996-06-30
Laura Cardoso,29,821.405.736-17,"SETOR DE COSTA, 1
NOVA AMERICA
31050205 DA CONCEIÇÃO / ES",ALAGOAS,1994-04-26
Marina Da Cruz,51,724.183.650-26,"AVENIDA CASTRO, 718
SANTO AGOSTINHO
39257-743 SALES PAULISTA / PE",PIAUÍ,1972-06-21
Maria Rocha,39,163.247.980-03,"RECANTO ISABEL DA CONCEIÇÃO, 6
VILA MADRE GERTRUDES 4ª SEÇÃO
17777517 DIAS / RS",MATO GROSSO DO SUL,1984-11-02
Pedro Henrique Almeida,46,318.764.950-57,"NÚCLEO DE RODRIGUES, 95
MARIA VIRGÍNIA
67632-408 JESUS / AM",AMAPÁ,1977-08-25
Dr. Davi Luiz Nunes,88,604.579.123-16,"SETOR DE BARROS, 58
VILA OURO MINAS
24854-759 RODRIGUES / SP",AMAPÁ,1935-08-19
Vitor Gabriel Costela,56,175.409.326-43,"PRAIA PIETRA CALDEIRA, 60
TÚNEL DE IBIRITÉ
60413-374 DA MOTA DOS DOURADOS / GO",MATO GROSSO DO SUL,1967-04-15
Dr. Luigi Barbosa,99,641.739.085-39,"QUADRA YASMIN CALDEIRA, 4
SALGADO FILHO
37428997 MOREIRA DO GALHO / PE",DISTRITO FEDERAL,1924-11-24
Rodrigo Azevedo,22,687.410.953-75,"PRAIA DE NOGUEIRA
CALIFÓRNIA
47799937 RODRIGUES / ES",MINAS GERAIS,2001-12-06
Pedro Henrique Cardoso,50,324.017.958-04,"RUA DE CASTRO, 65
VILA JARDIM SÃO JOSÉ
53839-720 FERNANDES PAULISTA / PA",ESPÍRITO SANTO,1973-05-31
Sr. João Cardoso,19,032.758.964-74,"PÁTIO ANTÔNIO DA MOTA, 79
MARIA VIRGÍNIA
80967-589 DA LUZ / PR",GOIÁS,2005-03-03
Maria Julia Nunes,76,381.756.402-35,"SETOR DE FERREIRA
LORENA
53700673 DA LUZ / RN",MATO GROSSO,1947-10-09
Fernanda Duarte,23,453.216.980-15,"VEREDA DA ROCHA, 6
BANDEIRANTES
97565092 RODRIGUES DO GALHO / MA",AMAZONAS,2000-10-31
Marcos Vinicius Oliveira,81,280.153.796-95,"PARQUE DE AZEVEDO, 8
LAGOINHA LEBLON
23921-386 ALVES / AL",MATO GROSSO DO SUL,1943-03-02
Leandro Aragão,99,124.573.098-32,"CAMPO GABRIELA RODRIGUES, 9
PIRAJA
67344423 PORTO DO AMPARO / AC",RONDÔNIA,1924-10-17
Maria Alice Vieira,68,832.506.714-44,"VIA NOGUEIRA, 82
ANDIROBA
03233-852 MORAES / SE",ALAGOAS,1955-05-04
Ana Luiza Jesus,65,541.896.327-91,Endereço inválido,BAHIA,1958-06-14
Guilherme Cardoso,72,197.582.630-21,"TREVO NICOLE DA CRUZ, 7
CONJUNTO PROVIDENCIA
11509884 CAVALCANTI DE MINAS / RS",SANTA CATARINA,1952-03-27
Luiz Felipe Azevedo,49,439.160.725-52,"CAMPO ERICK FERNANDES, 464
SÃO BENEDITO
76887327 CAMPOS DE MENDES / AC",RIO GRANDE DO NORTE,1975-03-19
Nathan Araújo,60,813.402.695-89,"QUADRA DE MARTINS
NAZARE
23016-369 OLIVEIRA DE MINAS / AM",PARANÁ,1963-06-14
Clara Ferreira,79,467.319.852-28,"FAZENDA DE FERREIRA, 76
CONJUNTO PAULO VI
54239086 NUNES / MS",GOIÁS,1945-01-22
Felipe Da Mata,85,634.920.187-69,"ESTRADA GABRIELLY ROCHA, 634
OURO MINAS
95202077 VIANA / PA",RONDÔNIA,1938-12-02
Enzo Gabriel Azevedo,67,789.531.604-48,"ESTAÇÃO CARDOSO, 175
BARÃO HOMEM DE MELO 1ª SEÇÃO
09804148 GONÇALVES DO GALHO / SC",PARÁ,1956-04-27
Maitê Barbosa,20,231.648.705-07,"ESTRADA DUARTE, 37
MARMITEIROS
24369771 RIBEIRO DO GALHO / MS",DISTRITO FEDERAL,2003-05-18
Srta. Isis Da Cruz,89,073.618.249-78,"PRAIA MOREIRA, 20
SÃO JORGE 2ª SEÇÃO
94716-893 DUARTE DA MATA / TO",RONDÔNIA,1934-08-30
Otávio Da Mata,51,835.072.469-29,"LARGO DE DA CRUZ, 431
MANGUEIRAS
02714780 AZEVEDO / TO",PARANÁ,1972-05-06
Sophie Castro,40,165.328.479-09,"TREVO DE MORAES, 78
BAIRRO DAS INDÚSTRIAS II
45125491 SALES / TO",RIO GRANDE DO NORTE,1983-05-27
Diogo Da Cunha,33,263.895.041-60,"DISTRITO KAIQUE COSTA, 17
NOVO GLÓRIA
46996567 SOUZA DO GALHO / RJ",MARANHÃO,1990-05-29
Benício Fernandes,30,389.160.527-77,"CONDOMÍNIO DA CUNHA, 964
CONJUNTO CALIFÓRNIA I
67255-410 DA CRUZ / ES",ALAGOAS,1993-09-13
João Pedro Silva,45,523.846.091-06,"PRAIA DE ALMEIDA, 38
VILA NOVA GAMELEIRA 3ª SEÇÃO
54576-192 VIEIRA DA PRATA / MG",PERNAMBUCO,1978-12-25
Heloísa Cunha,20,260.935.487-83,"AEROPORTO SANTOS, 94
ADEMAR MALDONADO
41937-961 MORAES DO SUL / PI",PERNAMBUCO,2003-11-15
Bruno Novaes,72,190.734.658-93,"ALAMEDA DE DA MATA, 18
BARROCA
13387129 GOMES / MS",AMAPÁ,1951-04-05
Levi Cavalcanti,80,291.367.458-55,"AEROPORTO ARAGÃO, 8
GUARANI
57857653 ROCHA / DF",BAHIA,1944-03-25
João Pedro Lopes,53,407.389.216-96,"VEREDA DANIEL GONÇALVES, 6
BACURAU
96830-555 CARDOSO / PB",SÃO PAULO,1970-04-15
Heloísa Da Luz,61,569.471.830-57,"CONJUNTO DE CUNHA, 63
ESTRELA
07472157 ALMEIDA ALEGRE / SP",RONDÔNIA,1963-01-03
Lorena Gomes,20,298.036.457-65,"RODOVIA DE CAVALCANTI, 47
CAPITÃO EDUARDO
09605665 RIBEIRO / AP",SERGIPE,2004-03-18
Milena Vieira,97,623.518.490-51,"LOTEAMENTO THIAGO FERNANDES, 51
GRAÇA
12694-138 MARTINS / PB",DISTRITO FEDERAL,1927-01-05
Milena Ramos,46,160.527.493-34,"PRAÇA BRENO RIBEIRO
VISTA DO SOL
12554-127 VIANA DE JESUS / PB",SÃO PAULO,1977-09-06
Vitor Hugo Ramos,73,286.790.413-78,"VIELA ALICE NOGUEIRA, 65
OLARIA
24640044 DUARTE VERDE / MA",DISTRITO FEDERAL,1951-02-14
Ana Julia Nascimento,63,197.034.862-31,"AEROPORTO CAVALCANTI
COQUEIROS
47705002 FARIAS / SE",PARÁ,1960-10-04
Dr. Enrico Carvalho,54,254.079.386-00,"TRAVESSA DE SANTOS
GARÇAS
00882775 NOGUEIRA DO OESTE / MT",PERNAMBUCO,1969-04-10
Vitor Hugo Cunha,91,701.638.549-39,"PASSARELA ISIS PORTO, 38
CAPITÃO EDUARDO
59540065 DA CRUZ / PA",SANTA CATARINA,1933-02-02
Dr. Samuel Moura,22,402.517.398-05,"PARQUE DANIEL PINTO, 7
VISTA ALEGRE
12655421 GOMES DA PRAIA / MT",DISTRITO FEDERAL,2001-11-24
Luana Nascimento,30,314.726.089-50,"VILA LETÍCIA DA PAZ, 17
MARAJÓ
64325-663 COSTA / CE",MATO GROSSO DO SUL,1993-12-13
Dra. Maria Vitória Viana,98,250.397.846-00,"COLÔNIA DE MOURA
MORRO DOS MACACOS
29779-356 CAMPOS / PR",PERNAMBUCO,1926-03-20
Sr. Calebe Duarte,60,936.124.087-04,"ALAMEDA JOÃO PEDRO CASTRO, 14
VILA FUMEC
55701851 MENDES / AM",BAHIA,1963-05-07
Leonardo Costela,31,624.850.739-29,"VIA DE JESUS
CAETANO FURQUIM
82505-115 COSTA DO GALHO / MG",MARANHÃO,1992-11-16
Benício Moreira,44,136.294.085-24,"FEIRA MARCOS VINICIUS DA CRUZ, 317
LEONINA
67749-105 TEIXEIRA / MA",DISTRITO FEDERAL,1980-01-21
Lucca Mendes,83,819.720.564-76,"VIA DE FERREIRA, 44
CIDADE JARDIM
02171-958 DA CUNHA DAS FLORES / MG",AMAPÁ,1940-10-16
Sophie Farias,87,741.608.539-00,"AEROPORTO DE RIBEIRO, 65
MARIQUINHAS
76708298 ARAGÃO DE SILVEIRA / AM",SÃO PAULO,1936-05-09
Bruna Da Rocha,62,845.291.376-19,"LOTEAMENTO OTÁVIO FREITAS, 74
CAMPONESA 2ª SEÇÃO
58449619 VIANA DO AMPARO / TO",MATO GROSSO,1961-06-10
Heitor Nascimento,81,493.578.106-84,"ÁREA MARIA FERNANDA PINTO
NOVA PAMPULHA
46952516 CUNHA / MT",ACRE,1942-06-30
Rafael Porto,27,629.875.103-30,"ALAMEDA DA MATA, 64
VILA BOA VISTA
13036-905 GONÇALVES / MG",ESPÍRITO SANTO,1996-04-24
Luiz Miguel Da Paz,30,647.531.029-80,"ESTRADA DE RIBEIRO, 73
BURITIS
43666-726 DA PAZ DA MATA / MG",PARAÍBA,1993-06-20
Srta. Pietra Duarte,95,913.870.246-04,"AEROPORTO DE NASCIMENTO, 13
PONGELUPE
16189813 RAMOS DA SERRA / PR",RORAIMA,1928-07-02
Eloah Cunha,22,908.156.243-60,"CHÁCARA DE COSTA, 62
APARECIDA
43036-509 FOGAÇA / PI",PERNAMBUCO,2001-10-13
Bruna Rodrigues,21,625.170.489-67,"CAMPO DA COSTA, 719
OLARIA
49786000 FOGAÇA DA MATA / GO",RIO GRANDE DO NORTE,2002-04-06
Felipe Monteiro,97,172.589.603-68,"QUADRA DE MONTEIRO, 43
NOVO DAS INDUSTRIAS
16650333 GOMES DE ARAÚJO / CE",AMAZONAS,1926-12-21
Isis Campos,38,178.409.325-41,"ESTRADA PEREIRA
VILA BATIK
49494827 FERNANDES / PE",RIO GRANDE DO SUL,1986-01-03
Vitor Novaes,77,586.721.034-08,"LAGOA DE DA ROCHA, 60
JARDIM ATLÂNTICO
97946895 DA CRUZ DE MELO / PI",SÃO PAULO,1946-07-07
Yago Porto,42,907.486.135-01,"PARQUE ALÍCIA CAVALCANTI, 234
VILA PIRATININGA
01007-185 ALVES / CE",TOCANTINS,1981-07-29
Guilherme Campos,55,354.908.721-79,"LARGO DE DUARTE, 24
BARRO PRETO
42665-603 DAS NEVES / BA",GOIÁS,1968-11-20
Vitor Moraes,26,297.413.560-99,"CAMPO ENRICO LIMA, 20
TREVO
56440-418 RODRIGUES DO CAMPO / TO",RIO GRANDE DO SUL,1998-04-02
João Gabriel Jesus,98,790.215.864-01,"FAVELA MARTINS, 7
BARÃO HOMEM DE MELO 2ª SEÇÃO
94838-720 VIEIRA / ES",TOCANTINS,1925-06-10
Dr. Vitor Hugo Rezende,28,796.504.218-58,"LADEIRA BARROS, 84
XODO-MARIZE
45531-581 SANTOS / AP",MATO GROSSO,1995-06-07
Dr. Arthur Carvalho,38,081.475.329-97,"JARDIM SILVEIRA, 35
DONA CLARA
99094-166 MORAES DO CAMPO / RR",RIO GRANDE DO SUL,1985-12-10
Ryan Mendes,45,239.647.518-55,"VIADUTO EVELYN RIBEIRO, 56
DOM SILVERIO
54406-144 CALDEIRA DE MINAS / MG",PIAUÍ,1978-04-27
Ana Laura Silva,77,485.623.907-47,"CAMPO DE FARIAS, 77
PAULO VI
80754-580 LIMA PAULISTA / AM",PIAUÍ,1946-04-24
Lorenzo Novaes,44,370.214.859-05,"LOTEAMENTO ALICE FREITAS, 3
SANTA LÚCIA
92358-703 TEIXEIRA / AL",SERGIPE,1979-08-31
Cauê Cardoso,18,019.326.548-60,"TRECHO ALÍCIA MONTEIRO, 61
SÃO JORGE 3ª SEÇÃO
48780702 DA PAZ DAS FLORES / AL",SANTA CATARINA,2005-08-09
Dra. Ana Luiza Silveira,82,324.769.180-40,"ALAMEDA PINTO, 59
CINQUENTENÁRIO
44694-989 BARROS DE FREITAS / MT",ALAGOAS,1941-05-07
Lavínia Azevedo,75,318.962.570-03,"CONDOMÍNIO LARISSA TEIXEIRA, 216
OLHOS D'ÁGUA
41107119 ARAÚJO DE ALVES / BA",RORAIMA,1948-10-17
Letícia Jesus,76,451.962.387-19,"VALE DE DA MATA, 75
BELA VITORIA
70957619 PINTO DA PRATA / TO",MATO GROSSO DO SUL,1947-04-25
Bruna Ribeiro,71,352.689.470-10,"TREVO BEATRIZ CARDOSO
PRADO
69816-364 SILVEIRA DE DA CUNHA / AP",DISTRITO FEDERAL,1952-09-11
